org,repo_name,health_score,num_commits,max_num_commits,commit_count_metric,avg_opened_duration,min_opened_duration,opened_issued_metric,avg_merged_duration,min_merged_duration,merged_pr_metric,ratio,max_ratio,commit_developer_metric
bossm,chancechat,2.00,40344,40344,1.0,,,,,,,40344.0,40344.0,1.0
josdejong,mathjs,1.00,1,40344,2.4786834E-5,664000,663000,0.99849397,5119000,0,0.0,1.0,40344.0,2.4786834E-5
aws,sagemaker-spark,1.00,,,,664000,663000,0.99849397,,,,,,
brettwooldridge,HikariCP,0.99,,,,671000,663000,0.9880775,,,,,,
shouldnotappearcalm,yapi-plugin-interface-oauth2-token,0.99,,,,669000,663000,0.9910314,,,,,,
Yelp,swagger-gradle-codegen,0.96,,,,692000,663000,0.9580925,,,,,,
tseguier,health-check,0.96,,,,690000,663000,0.96086955,,,,,,
OFIR2102,github-slideshow,0.96,,,,688000,663000,0.9636628,,,,,,
maidsafe,safe_client_libs,0.95,1,40344,2.4786834E-5,698000,663000,0.94985676,11149000,0,0.0,1.0,40344.0,2.4786834E-5
michaeldyrynda,laravel-cascade-soft-deletes,0.94,,,,706000,663000,0.9390935,,,,,,
Geoft-Biryukov,BinaryFileConversion,0.93,,,,716000,663000,0.92597765,,,,,,
androidneter,FaceRecognitionUI,0.93,,,,716000,663000,0.92597765,,,,,,
SEMICeu,CCCEV,0.93,,,,715000,663000,0.92727274,,,,,,
macks22,daft-builder,0.93,,,,715000,663000,0.92727274,,,,,,
fengcode5211,MyPing,0.92,,,,720000,663000,0.92083335,,,,,,
FlyBase,drosophila-anatomy-developmental-ontology,0.91,2,40344,4.9573668E-5,726000,663000,0.91322315,,,,1.0,40344.0,2.4786834E-5
apiaryio,gavel-spec,0.91,1,40344,2.4786834E-5,729000,663000,0.909465,156000,0,0.0,1.0,40344.0,2.4786834E-5
plouc,nivo,0.91,,,,732000,663000,0.9057377,,,,,,
gcoro,react-qrcode-logo,0.90,,,,738000,663000,0.89837396,,,,,,
AlexTezza,activity_control,0.89,1,40344,2.4786834E-5,748000,663000,0.8863636,,,,1.0,40344.0,2.4786834E-5
pawelgrzybek,gatito-theme,0.89,,,,741000,663000,0.8947368,,,,,,
opnsense,plugins,0.88,1,40344,2.4786834E-5,756000,663000,0.8769841,,,,1.0,40344.0,2.4786834E-5
autotester-one,integration-tests-58838,0.88,,,,755000,663000,0.8781457,,,,,,
ActiveForums,ActiveForums,0.88,,,,754000,663000,0.87931037,,,,,,
South-Paw,storybook-addon-overview-angular,0.88,,,,750000,663000,0.884,,,,,,
gdombiak,OctoPod,0.87,1,40344,2.4786834E-5,759000,663000,0.8735178,,,,1.0,40344.0,2.4786834E-5
sciapp,python-gr,0.86,,,,773000,663000,0.8576973,,,,,,
devopsloft,devopsloft,0.85,,,,784000,663000,0.84566325,,,,,,
vaadin,framework,0.84,4,40344,9.9147335E-5,794000,663000,0.8350126,,,,4.0,40344.0,9.9147335E-5
srmklive,laravel-paypal,0.83,,,,801000,663000,0.82771534,,,,,,
stkenny,grefine-rdf-extension,0.83,,,,797000,663000,0.8318695,,,,,,
Tencent,MedicalNet,0.82,,,,806000,663000,0.82258064,,,,,,
crosire,scripthookvdotnet,0.82,,,,805000,663000,0.8236025,,,,,,
bchavez,Bogus,0.81,1,40344,2.4786834E-5,817000,663000,0.8115055,,,,1.0,40344.0,2.4786834E-5
threefoldfoundation,tfchain,0.81,,,,818000,663000,0.81051344,,,,,,
keith,DotCSS,0.81,,,,814000,663000,0.81449634,,,,,,
BlogApps,kento75-gatsby-blog,0.79,1,40344,2.4786834E-5,843000,663000,0.78647685,26000,0,0.0,1.0,40344.0,2.4786834E-5
ros2,ros1_bridge,0.79,,,,843000,663000,0.78647685,,,,,,
Tencent,Shadow,0.77,,,,861000,663000,0.77003485,,,,,,
ZJONSSON,node-unzipper,0.76,2,40344,4.9573668E-5,878000,663000,0.7551253,3901000,0,0.0,2.0,40344.0,4.9573668E-5
ptomasroos,react-native-tab-navigator,0.76,,,,872000,663000,0.7603211,,,,,,
igraph,rigraph,0.76,,,,868000,663000,0.7638249,,,,,,
yarnpkg,berry,0.75,7,40344,1.7350783E-4,883000,663000,0.75084937,7064000,0,0.0,7.0,40344.0,1.7350783E-4
openBackhaul,airInterface,0.75,,,,886000,663000,0.748307,,,,,,
elixir-luxembourg,daisy,0.73,11,40344,2.7265516E-4,908000,663000,0.7301762,56754000,0,0.0,5.5,40344.0,1.3632758E-4
cda-group,arcon,0.73,,,,909000,663000,0.7293729,,,,,,
kornelski,undither,0.72,,,,921000,663000,0.71986973,,,,,,
matrix-org,matrix.org,0.71,10,40344,2.4786833E-4,934000,663000,0.70985013,,,,10.0,40344.0,2.4786833E-4
TeamJM,journeymap,0.71,,,,940000,663000,0.70531917,,,,,,
ghiscoding,Angular-Slickgrid,0.70,4,40344,9.9147335E-5,948000,663000,0.6993671,,,,4.0,40344.0,9.9147335E-5
BeamMW,beam,0.70,9,40344,2.230815E-4,947000,663000,0.7001056,,,,2.25,40344.0,5.5770375E-5
ppodgorsek,sap-commerce-utils,0.70,,,,949000,663000,0.69863015,,,,,,
autotester-one,integration-tests-66402,0.70,,,,946000,663000,0.70084566,,,,,,
FERNman,angular-google-charts,0.68,,,,972000,663000,0.68209875,,,,,,
appelmar,gdalcubes_R,0.67,2,40344,4.9573668E-5,985000,663000,0.6730964,13000,0,0.0,2.0,40344.0,4.9573668E-5
AzureAD,azure-activedirectory-library-for-dotnet,0.67,2,40344,4.9573668E-5,989000,663000,0.6703741,,,,2.0,40344.0,4.9573668E-5
barbushin,php-imap,0.67,,,,988000,663000,0.67105263,,,,,,
imotov,elasticsearch-analysis-morphology,0.67,,,,984000,663000,0.6737805,,,,,,
LinkdropHQ,linkdrop-monorepo,0.66,18,40344,4.46163E-4,1006000,663000,0.6590457,39454.547,0,0.0,6.0,40344.0,1.48721E-4
encode,uvicorn,0.65,5,40344,1.2393417E-4,1017000,663000,0.6519174,16386000,0,0.0,5.0,40344.0,1.2393417E-4
djaodjin,djaoapp,0.65,,,,1018500,663000,0.6509573,,,,,,
autotester-one,integration-tests-97289,0.65,,,,1024666.7,663000,0.6470397,,,,,,
eclipse,sprotty-server,0.64,,,,1031000,663000,0.643065,,,,,,
profan,meia-lua,0.64,,,,1033000,663000,0.64181995,,,,,,
rwynn,monstache,0.64,,,,1031000,663000,0.643065,,,,,,
Asutorufa,Asutorufa.github.io,0.63,3,40344,7.43605E-5,1057000,663000,0.6272469,,,,3.0,40344.0,7.43605E-5
zxjyb,sddfh,0.63,1,40344,2.4786834E-5,1059333.4,663000,0.62586534,,,,1.0,40344.0,2.4786834E-5
xpressengine,xe-core,0.63,,,,1049000,663000,0.6320305,,,,,,
su2code,SU2,0.62,16,40344,3.9658934E-4,1073000,663000,0.61789376,,,,3.2,40344.0,7.931787E-5
GluuFederation,gluu-gateway,0.62,1,40344,2.4786834E-5,1070000,663000,0.61962616,,,,1.0,40344.0,2.4786834E-5
kilic,fp,0.62,,,,1076000,663000,0.616171,,,,,,
Code-Poets,sheetstorm,0.61,11,40344,2.7265516E-4,1095000,663000,0.6054795,2911000,0,0.0,2.2,40344.0,5.4531032E-5
mjmlio,mjml,0.61,,,,1093000,663000,0.60658735,,,,,,
tborychowski,newtab-bookmarks,0.61,,,,1085000,663000,0.6110599,,,,,,
codex-team,eslint-config,0.61,,,,1081000,663000,0.613321,,,,,,
LanguageMachines,ucto,0.60,,,,1112000,663000,0.596223,,,,,,
swagger-api,swagger-editor,0.59,1,40344,2.4786834E-5,1118000,663000,0.59302324,686000,0,0.0,1.0,40344.0,2.4786834E-5
richardchien,nonebot,0.59,,,,1130000,663000,0.58672565,,,,,,
graphql-editor,graphql-editor,0.58,2,40344,4.9573668E-5,1137000,663000,0.58311343,,,,2.0,40344.0,4.9573668E-5
agronholm,apscheduler,0.58,,,,1152000,663000,0.5755208,,,,,,
atteo,classindex,0.58,,,,1141000,663000,0.58106923,,,,,,
Arioseins,English-Study,0.57,8,40344,1.9829467E-4,1155000,663000,0.574026,,,,8.0,40344.0,1.9829467E-4
nabijaczleweli,pls-rs,0.57,,,,1166000,663000,0.5686106,,,,,,
conveyal,r5,0.57,,,,1163000,663000,0.57007736,,,,,,
nudibranchrecords,hedron,0.57,,,,1160000,663000,0.57155174,,,,,,
39aldo39,Evolution-DecSync,0.57,,,,1154000,663000,0.5745234,,,,,,
leobago,fti,0.56,,,,1179000,663000,0.562341,,,,,,
resgateio,resgate,0.55,3,40344,7.43605E-5,1213000,663000,0.5465787,2716500,0,0.0,3.0,40344.0,7.43605E-5
google-ar,arcore-android-sdk,0.55,,,,1210000,663000,0.5479339,,,,,,
gogo1217,echarts3-docs,0.55,,,,1199000,663000,0.5529608,,,,,,
NLS-SJTU,um482_ros_wrapper,0.55,,,,1195000,663000,0.5548117,,,,,,
onlinejanken,Jajanken,0.54,1,40344,2.4786834E-5,1220000,663000,0.5434426,11000,0,0.0,1.0,40344.0,2.4786834E-5
logreposit,studer-scom-api,0.54,3,40344,7.43605E-5,1227000,663000,0.5403423,,,,3.0,40344.0,7.43605E-5
valeriansaliou,sonic,0.54,,,,1237000,663000,0.53597414,,,,,,
stefangal,github-slideshow,0.54,,,,1233000,663000,0.5377129,,,,,,
ckeditor,ckeditor5-inspector,0.54,,,,1229000,663000,0.539463,,,,,,
bertrandg,angular-split,0.54,,,,1229000,663000,0.539463,,,,,,
KhronosGroup,OpenCL-CTS,0.53,2,40344,4.9573668E-5,1256000,663000,0.52786624,19747000,0,0.0,2.0,40344.0,4.9573668E-5
eclipse-ee4j,glassfish-hk2,0.53,1,40344,2.4786834E-5,1241000,663000,0.53424656,,,,1.0,40344.0,2.4786834E-5
grycap,im,0.53,5,40344,1.2393417E-4,1251000,663000,0.529976,583500,0,0.0,5.0,40344.0,1.2393417E-4
mkshin96,resume,0.53,3,40344,7.43605E-5,1243000,663000,0.53338695,,,,3.0,40344.0,7.43605E-5
morrijr,node-red-contrib-nanoleaf-aurora,0.53,,,,1260000,663000,0.52619046,,,,,,
our-city-app,oca-backend,0.53,,,,1245000,663000,0.5325301,,,,,,
mne-tools,mne-python,0.52,2,40344,4.9573668E-5,1271000,663000,0.5216365,,,,1.0,40344.0,2.4786834E-5
XDracam,unity-corelibrary,0.52,,,,1280000,663000,0.5179688,,,,,,
openaq,openaq.org,0.51,11,40344,2.7265516E-4,1312000,663000,0.5053354,,,,3.6666667,40344.0,9.0885056E-5
firefox-devtools,debugger,0.51,,,,1302000,663000,0.5092166,,,,,,
hedes1992,lab_server,0.51,,,,1295000,663000,0.5119691,,,,,,
vinit1711,your-template,0.51,,,,1289000,663000,0.5143522,,,,,,
BrowserSync,browsersync.github.io,0.51,,,,1289000,663000,0.5143522,,,,,,
iVis-at-Bilkent,pathway-mapper,0.50,2,40344,4.9573668E-5,1316000,663000,0.5037994,,,,2.0,40344.0,4.9573668E-5
ChrisRu,ludo-api,0.50,1,40344,2.4786834E-5,1330000,663000,0.49849623,,,,1.0,40344.0,2.4786834E-5
LMMS,lmms,0.50,,,,1330000,663000,0.49849623,,,,,,
yasugahira0810,localportalv2,0.50,2,40344,4.9573668E-5,1321000,663000,0.5018925,,,,2.0,40344.0,4.9573668E-5
crypto-browserify,pbkdf2,0.50,,,,1324000,663000,0.5007553,,,,,,
eclipse,elk,0.49,12,40344,2.97442E-4,1351000,663000,0.4907476,,,,12.0,40344.0,2.97442E-4
peopledoc,cabbage,0.49,,,,1356000,663000,0.48893806,,,,,,
turbolabz,transfer-bug-track,0.49,,,,1342461.5,663000,0.4938689,,,,,,
Siricee,hexo-theme-Chic,0.49,,,,1363000,663000,0.486427,,,,,,
SoftwareSandbox,effit-challenge,0.48,5,40344,1.2393417E-4,1388000,663000,0.4776657,,,,5.0,40344.0,1.2393417E-4
borgbackup,borg,0.48,,,,1379000,663000,0.48078316,,,,,,
uvdesk,core-framework,0.48,3,40344,7.43605E-5,1394000,663000,0.47560975,12312000,0,0.0,3.0,40344.0,7.43605E-5
naturalis,docker-logcollector,0.48,9,40344,2.230815E-4,1391000,663000,0.47663552,6000,0,0.0,9.0,40344.0,2.230815E-4
MAIF,otoroshi,0.48,,,,1385000,663000,0.47870037,,,,,,
gin-contrib,sessions,0.48,,,,1382000,663000,0.47973952,,,,,,
aJean,daily-activities,0.47,,,,1421000,663000,0.46657282,,,,,,
RangeNetworks,openbts,0.47,,,,1420000,663000,0.46690142,,,,,,
NavInfoNC,ncserver,0.47,,,,1416000,663000,0.46822035,,,,,,
weDevsOfficial,wp-user-frontend,0.47,,,,1406000,663000,0.4715505,,,,,,
KnisterPeter,vscode-github,0.47,,,,1398000,663000,0.47424892,,,,,,
Gaius-Augustus,BRAKER,0.47,,,,1396000,663000,0.47492838,,,,,,
jhipster,jhipster-kotlin,0.46,,,,1457000,663000,0.4550446,,,,,,
bparli,fastping-rs,0.46,,,,1452000,663000,0.45661157,,,,,,
alisw,alidist,0.46,,,,1450000,663000,0.4572414,,,,,,
cansik,architectural-floor-plan,0.46,,,,1444000,663000,0.45914128,,,,,,
OmniLayer,omnicore,0.46,,,,1432000,663000,0.46298882,,,,,,
danielgindi,Charts,0.46,,,,1429000,663000,0.46396083,,,,,,
theZacAttacks,silence,0.45,,,,1457500,663000,0.4548885,,,,,,
pietermartin,sqlg,0.45,,,,1489000,663000,0.4452653,,,,,,
EliverLara,firefox-sweet-theme,0.45,,,,1471000,663000,0.4507138,,,,,,
MegaOwIer,CNOI-problems,0.44,1,40344,2.4786834E-5,1511000,663000,0.43878227,,,,1.0,40344.0,2.4786834E-5
JanGalek,netteCalendar,0.44,,,,1492000,663000,0.44436997,,,,,,
khellang,Middleware,0.44,,,,1524000,663000,0.43503937,,,,,,
cisen,blog,0.44,,,,1509000,663000,0.4393638,,,,,,
Skxpath,Carbon-Tracker,0.44,,,,1509000,663000,0.4393638,,,,,,
jwaliszko,ExpressiveAnnotations,0.44,,,,1503000,663000,0.44111776,,,,,,
italia,design-laravel-theme,0.44,,,,1494000,663000,0.4437751,,,,,,
scikit-learn-contrib,scikit-learn-extra,0.44,,,,1492000,663000,0.44436997,,,,,,
axiomatic-systems,Bento4,0.44,,,,1490000,663000,0.44496644,,,,,,
telenorbusiness,Summer-Project-Smarte-bygg,0.43,2,40344,4.9573668E-5,1551000,663000,0.42746615,326000,0,0.0,2.0,40344.0,4.9573668E-5
leapdao,bridge-ui,0.43,,,,1554000,663000,0.42664093,,,,,,
translate,translate,0.43,,,,1547000,663000,0.42857143,,,,,,
pinpt,pinpoint,0.42,10,40344,2.4786833E-4,1584000,663000,0.4185606,,,,10.0,40344.0,2.4786833E-4
mops1k,lazy-http-client-bundle,0.42,2,40344,4.9573668E-5,1567500,663000,0.4229665,,,,2.0,40344.0,4.9573668E-5
EasyCloudConsultants,EasyCloudBooks,0.42,,,,1595000,663000,0.41567397,,,,,,
gradle,gradle-native,0.42,,,,1581000,663000,0.41935483,,,,,,
openzipkin,zipkin-aws,0.42,,,,1576000,663000,0.4206853,,,,,,
aniketsingh007,my-reason-react-app,0.42,,,,1575000,663000,0.42095238,,,,,,
MindySeo,Keywords,0.42,,,,1567000,663000,0.42310145,,,,,,
syndesisio,syndesis,0.41,4,40344,9.9147335E-5,1628625,663000,0.4070919,,,,1.3333334,40344.0,3.304911E-5
babel,babel,0.41,,,,1634000,663000,0.40575275,,,,,,
moby,buildkit,0.41,,,,1609000,663000,0.4120572,,,,,,
iscander01,testPrivateRepo,0.41,,,,1626666.6,663000,0.40758196,,,,,,
jackmott,LinqFaster,0.41,,,,1616000,663000,0.41027227,,,,,,
canix1,ADACLScanner,0.41,,,,1611000,663000,0.41154563,,,,,,
voormedia,rails-erd,0.41,,,,1607000,663000,0.41257,,,,,,
open-sdg,open-sdg,0.41,,,,1604000,663000,0.41334164,,,,,,
fremtind,jokul,0.40,32,40344,7.931787E-4,1643666.6,663000,0.40336645,18743800,0,0.0,8.0,40344.0,1.9829467E-4
pmspr4100,MA-XML-10-FRENCH,0.40,5,40344,1.2393417E-4,1659000,663000,0.39963832,,,,2.5,40344.0,6.196708E-5
googlefonts,fontbakery-dashboard,0.40,1,40344,2.4786834E-5,1667000,663000,0.39772046,,,,1.0,40344.0,2.4786834E-5
juliamazur,cookking-react-firebase,0.40,3,40344,7.43605E-5,1652000,663000,0.40133172,,,,3.0,40344.0,7.43605E-5
nanitsuku,inkscape-laser-gcode,0.40,,,,1674000,663000,0.39605734,,,,,,
higlass,higlass-python,0.40,,,,1672000,663000,0.3965311,,,,,,
autotester-one,integration-tests-76201,0.40,,,,1670000,663000,0.39700598,,,,,,
johnericward,groupproject1,0.40,,,,1650000,663000,0.4018182,,,,,,
OrangeTux,CS,0.40,,,,1653000,663000,0.40108892,,,,,,
chezou,tabula-py,0.39,,,,1718000,663000,0.38591385,,,,,,
SINDAN,sindan-docker,0.39,20,40344,4.9573666E-4,1707000,663000,0.3884007,,,,20.0,40344.0,4.9573666E-4
cult-of-coders,redis-oplog,0.39,1,40344,2.4786834E-5,1708000,663000,0.3881733,,,,1.0,40344.0,2.4786834E-5
ElementUI,element-theme,0.39,,,,1715000,663000,0.38658893,,,,,,
sysco-middleware,kafka-client-collector,0.39,,,,1707000,663000,0.3884007,,,,,,
SDL-Hercules-390,hyperion,0.39,,,,1696000,663000,0.3909198,,,,,,
aws-quickstart,quickstart-redhat-openshift,0.39,,,,1696000,663000,0.3909198,,,,,,
Jannchie,Historical-ranking-data-visualization-based-on-d3.js,0.39,,,,1688000,663000,0.39277253,,,,,,
martijn00,XamarinMediaManager,0.38,16,40344,3.9658934E-4,1770000,663000,0.37457627,58850000,0,0.0,16.0,40344.0,3.9658934E-4
the-difference-engine,ymim,0.38,1,40344,2.4786834E-5,1766000,663000,0.37542468,,,,1.0,40344.0,2.4786834E-5
ladybug-tools,honeybee,0.38,2,40344,4.9573668E-5,1761000,663000,0.37649062,,,,1.0,40344.0,2.4786834E-5
KolesnikovR,boardgamer,0.38,1,40344,2.4786834E-5,1751000,663000,0.37864077,,,,1.0,40344.0,2.4786834E-5
ThunderTeasers,Faze,0.38,,,,1759000,663000,0.3769187,,,,,,
serverless,examples,0.38,,,,1756000,663000,0.37756264,,,,,,
srhaile,mscpredmodel,0.38,,,,1753000,663000,0.3782088,,,,,,
lyst,lightfm,0.38,,,,1753000,663000,0.3782088,,,,,,
fraserdscott,test,0.38,,,,1737000,663000,0.38169256,,,,,,
Crodev,codeimg_feedback,0.38,,,,1737000,663000,0.38169256,,,,,,
tantivy-search,tantivy,0.38,,,,1725000,663000,0.38434783,,,,,,
miku03090831,Blog-Comment-Repo,0.37,,,,1804666.6,663000,0.36738086,,,,,,
xalanq,cf-tool,0.37,,,,1805000,663000,0.36731303,,,,,,
graphaware,neo4j-nlp,0.37,,,,1803000,663000,0.36772045,,,,,,
desh1ne,Useful_for,0.37,,,,1794000,663000,0.36956522,,,,,,
Trigary,Iodine,0.37,,,,1792000,663000,0.36997768,,,,,,
miaopei,gitment-comments,0.37,,,,1792000,663000,0.36997768,,,,,,
M-E-Rademaker,cSEM,0.36,8,40344,1.9829467E-4,1845000,663000,0.35934958,,,,4.0,40344.0,9.9147335E-5
mozilla-tw,FirefoxLite,0.36,2,40344,4.9573668E-5,1834000,663000,0.3615049,,,,1.0,40344.0,2.4786834E-5
pytest-dev,pytest,0.36,5,40344,1.2393417E-4,1860000,663000,0.3564516,17772000,0,0.0,2.5,40344.0,6.196708E-5
Polymer,lit-html,0.36,1,40344,2.4786834E-5,1842000,663000,0.35993487,,,,1.0,40344.0,2.4786834E-5
nf-core,nf-co.re,0.36,1,40344,2.4786834E-5,1836000,663000,0.3611111,,,,1.0,40344.0,2.4786834E-5
JustBru00,EpicBanRequests,0.36,,,,1864000,663000,0.3556867,,,,,,
wardhanster,blinkin-features-n-issues,0.36,,,,1865000,663000,0.355496,,,,,,
SergeyTeplyakov,ErrorProne.NET,0.36,,,,1859000,663000,0.35664335,,,,,,
autotester-one,integration-tests-64706,0.36,,,,1850000,663000,0.35837838,,,,,,
Lede-Inc,LDNetDiagnoService_IOS,0.36,,,,1848000,663000,0.35876623,,,,,,
livewires,web-building,0.36,,,,1837000,663000,0.36091453,,,,,,
Sayi,poi-tl,0.36,,,,1822000,663000,0.36388585,,,,,,
algolia,shipjs,0.35,6,40344,1.48721E-4,1880000,663000,0.35265958,123250,0,0.0,3.0,40344.0,7.43605E-5
taiki-e,futures-async-stream,0.35,5,40344,1.2393417E-4,1884000,663000,0.35191083,,,,2.5,40344.0,6.196708E-5
KathyFlores,blog,0.35,,,,1873000,663000,0.3539776,,,,,,
bluto56,bugtesting,0.35,,,,1912500,663000,0.34666666,,,,,,
igraph,igraph,0.35,,,,1906000,663000,0.3478489,,,,,,
shunyaos,shunya-qemu,0.35,,,,1882000,663000,0.3522848,,,,,,
OBOFoundry,OBOFoundry.github.io,0.34,1,40344,2.4786834E-5,1924000,663000,0.3445946,,,,1.0,40344.0,2.4786834E-5
livewires,you-win,0.34,3,40344,7.43605E-5,1937000,663000,0.34228188,1946000,0,0.0,1.5,40344.0,3.718025E-5
vkamiansky,yandex-dialogs-inventory,0.34,,,,1948200,663000,0.34031415,,,,,,
scoutapp,scout_apm_python,0.34,,,,1974000,663000,0.33586627,,,,,,
eromelcm,AdvancedJunkFilters,0.34,,,,1972000,663000,0.33620688,,,,,,
confluentinc,confluent-kafka-dotnet,0.34,,,,1931000,663000,0.3433454,,,,,,
autotester-one,integration-tests-20181,0.34,,,,1927666.6,663000,0.34393913,,,,,,
rabbitmq,ra,0.33,2,40344,4.9573668E-5,1991000,663000,0.33299848,66776000,0,0.0,1.0,40344.0,2.4786834E-5
woocommerce,woocommerce-ios,0.33,3,40344,7.43605E-5,2018000,663000,0.32854313,,,,3.0,40344.0,7.43605E-5
gurunrao,label_check,0.33,,,,2009000,663000,0.33001494,,,,,,
cleishm,libcypher-parser,0.33,,,,2034000,663000,0.3259587,,,,,,
Zebra,LinkOS-Android-Samples,0.33,,,,2030000,663000,0.326601,,,,,,
ARPA-SIMC,ma_utils,0.33,,,,2022000,663000,0.32789317,,,,,,
rst-tu-dortmund,teb_local_planner,0.33,,,,2012000,663000,0.32952285,,,,,,
flightwatching,wilco-api,0.33,1,40344,2.4786834E-5,2010000,663000,0.32985073,,,,1.0,40344.0,2.4786834E-5
OpenSRP,opensrp-client-giz-malawi,0.33,1,40344,2.4786834E-5,2010000,663000,0.32985073,,,,1.0,40344.0,2.4786834E-5
INUI-Dev,WHMCS-Smarters-IPTV-Nulled,0.33,,,,2000000,663000,0.3315,,,,,,
favroautomation,automationgitlabrunner05,0.33,,,,1990500,663000,0.33308214,,,,,,
SayakaOno,footprint-calculator,0.33,,,,1990000,663000,0.33316582,,,,,,
VadimDez,ng2-pdf-viewer,0.33,,,,1986000,663000,0.33383685,,,,,,
ibmdb,python-ibmdb,0.32,,,,2060000,663000,0.32184467,,,,,,
matchish,laravel-scout-elasticsearch,0.32,,,,2072000,663000,0.31998068,,,,,,
kivy,kivy,0.32,1,40344,2.4786834E-5,2081000,663000,0.31859684,4530000,0,0.0,1.0,40344.0,2.4786834E-5
DEgITx,rats-search,0.32,2,40344,4.9573668E-5,2049000,663000,0.3235725,,,,2.0,40344.0,4.9573668E-5
ventoviro,windwalker,0.32,,,,2103000,663000,0.3152639,,,,,,
rivafarabi,deckboard,0.32,,,,2099000,663000,0.3158647,,,,,,
microsoft,azure-pipelines-jira,0.32,,,,2094000,663000,0.31661892,,,,,,
andrewgross,json2parquet,0.32,,,,2063000,663000,0.32137662,,,,,,
TeamOfThings,H.E.L.P.,0.32,,,,2058000,663000,0.32215744,,,,,,
najsword,serverOne,0.32,,,,2052000,663000,0.3230994,,,,,,
flathub,org.octave.Octave,0.32,,,,2045000,663000,0.32420537,,,,,,
bigbluebutton,bigbluebutton,0.31,7,40344,1.7350783E-4,2112000,663000,0.31392047,2604666.8,0,0.0,7.0,40344.0,1.7350783E-4
Automattic,themes,0.31,23,40344,5.700972E-4,2151000,663000,0.30822873,1494500,0,0.0,4.6,40344.0,1.14019436E-4
